单元ID,章节号,原文,上下文关联,领域,语体要求,关键术语,命名实体,Agent译文,人工修正
chap3_para26,3,"The abstraction is
valid
if we can elaborate any abstract solution into a solution in the more detailed world; a sufficient condition is that for every detailed state that is “in Arad,” there is a detailed path to some state that is “in Sibiu,” and so on.",前：chap3_para25 | 后：chap3_para27,AI_Popular,Formal_Academic,"detailed,solution,state","Arad,Sibiu",,
chap3_para27,3,"4
The abstraction is
useful
if carrying out each of the actions in the solution is easier than the original problem; in our case, the action “drive from Arad to Sibiu” can be carried out without further search or planning by a driver with average skill. The choice of a good abstraction thus involves removing as much detail as possible while retaining validity and ensuring that the abstract actions are easy to carry out. Were it not for the ability to construct useful abstractions, intelligent agents would be completely swamped by the real world.",前：chap3_para26 | 后：chap3_para28,AI_Popular,Formal_Academic,"abstraction,action,useful",Arad,,
chap3_para28,3,"3.2Example Problems
3.2
Example Problems
The problem-solving approach has been applied to a vast array of task environments. We list some of the best known here, distinguishing between
standardized
and
real-world
problems. A
standardized problem
is intended to illustrate or exercise various problem-solving methods. It can be given a concise, exact description and hence is suitable as a benchmark for researchers to compare the performance of algorithms. A
real-world problem
, such as robot navigation, is one whose solutions people actually use, and whose formulation is idiosyncratic, not standardized, because, for example, each robot has different sensors that produce different data.",前：chap3_para27 | 后：chap3_para29,AI_Popular,Semi_Formal_Academic,"problem,standardized,example",无,,
chap3_para29,3,"3.2.1
Standardized problems
A
grid world
problem is a two-dimensional rectangular array of square cells in which agents can move from cell to cell. Typically the agent can move to any obstacle-free adjacent cell—horizontally or vertically and in some problems diagonally. Cells can contain objects, which
the agent can pick up, push, or otherwise act upon; a wall or other impassible obstacle in a cell prevents an agent from moving into that cell. The
vacuum world
from
Section 2.1
can be formulated as a grid world problem as follows:
•
States:
A state of the world says which objects are in which cells. For the vacuum world, the objects are the agent and any dirt. In the simple two-cell version, the agent can be in either of the two cells, and each cell can either contain dirt or not, so there are 2 · 2 · 2 = 8 states (see
Figure 3.2
). In general, a vacuum environment with
n
cells has
n
· 2
n
states.",前：chap3_para28 | 后：chap3_para30,AI_Popular,Formal_Academic,"cell,agent,world",无,,
chap3_para30,3,"•
Initial state:
Any state can be designated as the initial state.",前：chap3_para29 | 后：chap3_para31,AI_Popular,Semi_Formal_Academic,"state,initial,designated",无,,
chap3_para31,3,"•
Actions:
In the two-cell world we defined three actions:
Suck,
move
Left,
and move
Right.",前：chap3_para30 | 后：chap3_para32,AI_Popular,Semi_Formal_Academic,"action,move,two-cell",Suck,,
chap3_para32,3,"In a two-dimensional multi-cell world we need more movement actions. We could add
Upward
and
Downward,
giving us four
absolute
movement actions, or we could switch to
egocentric actions
, defined relative to the viewpoint of the agent—for example,
Forward, Backward, TurnRight,
and
TurnLeft.",前：chap3_para31 | 后：chap3_para33,AI_Popular,Formal_Academic,"action,movement,two-dimensional","Backward,TurnRight,TurnLeft",,
chap3_para33,3,"•
Transition model:
Suck
removes any dirt from the agent’s cell;
Forward
moves the agent ahead one cell in the direction it is facing, unless it hits a wall, in which case the action has no effect.",前：chap3_para32 | 后：chap3_para34,AI_Popular,Formal_Academic,"agent,cell,transition",无,,
chap3_para34,3,"Backward
moves the agent in the opposite direction, while
TurnRight
and
TurnLeft
change the direction it is facing by 90°.",前：chap3_para33 | 后：chap3_para35,AI_Popular,Semi_Formal_Academic,"direction,backward,move",TurnRight,,
chap3_para35,3,"•
Goal states:
The states in which every cell is clean.",前：chap3_para34 | 后：chap3_para36,AI_Popular,Semi_Formal_Academic,"state,goal,cell",无,,
chap3_para36,3,"•
Action cost:
Each action costs 1.",前：chap3_para35 | 后：chap3_para37,AI_Popular,Semi_Formal_Academic,"action,cost,reinforcement learning",无,,
chap3_para37,3,"Description
A square labeled Start state has three rows and three columns. Row 1: Column 1, 7. Column 2, 2. Column 3, 4. Row 2: Column 1, 5. Column 2, blank. Column 3, 6. Row 3: Column 1, 8. Column 2, 3. Column 3, 1. Another square labeled Goal state has three rows and three columns. Row 1: Column 1, blank. Column 2, 1. Column 3, 2. Row 2: Column 1, 3. Column 2, 4. Column 3, 5. Row 3: Column 1, 6. Column 2, 7. Column 3, 8.",前：chap3_para36 | 后：chap3_para38,AI_Popular,Semi_Formal_Academic,"column,row,square",Start,,
chap3_para38,3,"×
Figure 3.2
The state-space graph for the two-cell vacuum world. There are 8 states and three actions for each state: L =
Left
, R =
Right,
S =
Suck.",前：chap3_para37 | 后：chap3_para39,AI_Popular,Semi_Formal_Academic,"state,figure,state-space",无,,
chap3_para39,3,"Another type of grid world is the
sokoban puzzle
, in which the agent’s goal is to push a number of boxes, scattered about the grid, to designated storage locations. There can be at most one box per cell. When an agent moves forward into a cell containing a box and there is an empty cell on the other side of the box, then both the box and the agent move forward.",前：chap3_para38 | 后：chap3_para40,AI_Popular,Formal_Academic,"box,agent,cell",无,,
chap3_para40,3,"The agent can’t push a box into another box or a wall. For a world with
n
non-obstacle cells and
b
boxes, there are
n
×
n!/
(
b
!(
n
–
b
)!) states; for example on an 8 × 8 grid with a dozen boxes, there are over 200 trillion states.",前：chap3_para39 | 后：chap3_para41,AI_Popular,Semi_Formal_Academic,"box,state,agent",无,,
chap3_para41,3,"In a
sliding-tile puzzle
, a number of tiles (sometimes called blocks or pieces) are arranged in a grid with one or more blank spaces so that some of the tiles can slide into the blank space. One variant is the Rush Hour puzzle, in which cars and trucks slide around a 6 × 6 grid in an attempt to free a car from the traffic jam. Perhaps the best-known variant is the
8-puzzle
(see
Figure 3.3
), which consists of a 3 × 3 grid with eight numbered tiles and one blank space, and the
15-puzzle
on a 4 × 4 grid. The object is to reach a specified goal state, such as the one shown on the right of the figure. The standard formulation of the 8 puzzle is as follows:
Description
Two squares with a common vertical side represent a state. Each square represents a cell. Eight states are arranged in three rows. Th top row contains two states, the middle row contains four states, and the bottom row contains two states. The first state of the top row has a vacuum cleaner and dirt in the left cell and dirt in the right cell. The second state of the top row has dirt in the left cell and a vacuum cleaner and dirt in the right cell. An arrow labeled L from the left cell of the first state loops back to the same cell. An arrow labeled R from the right cell of the first state points to the left cell of the second state. An arrow labeled L from the left cell of the second state points to the right cell of the first state. An arrow labeled R from the right cell of the second state loops back to the same cell. An arrow labeled S from the first state in the top row points to the first state in the middle row. The first state in the middle row has a vacuum cleaner in the left cell and dirt in the right cell. An arrow labeled L from the left cell of the first state loops back to the same cell. An arrow labeled S from the left cell of the first state points to the right cell of the same state. The second state in the middle row has an empty left cell and a vacuum cleaner and dirt in the right cell. An arrow labeled R from the right cell of the second state loops back to the same cell. An arrow labeled R from the right cell of the first state points to the left cell of the second state. An arrow labeled L from the left cell of the second state points to the right cell of the first state. The third state in the middle row has a vacuum cleaner and dirt in the left cell and an empty right cell. An arrow labeled L from the left cell of the third state loops back to the same cell. The fourth state in the middle row has dirt in the left cell and a vacuum cleaner in the right cell. An arrow labeled R from the right cell of the fourth state loops back to the same cell. An arrow labeled S from the left cell of the fourth state points to the right cell of the same state. An arrow labeled R from the right cell of the third state points to the left cell of the fourth state. An arrow labeled L from the left cell of the fourth state points to the right cell of the third state. An arrow labeled S from the second state in the top row points to the fourth state in the middle row. An arrow from the third state in the middle row points to the first state of the bottom row. The first state on the bottom row has a vacuum cleaner in the left cell and an empty right cell. An arrow labeled L from the left cell of the first state loops back to the same cell. An arrow labeled S from the left cell of the first state points to the right cell of the same state. The second state in the bottom row has an empty left cell and a vacuum cleaner in the right cell. An arrow labeled R from the right cell of the second state loops back to the same cell. An arrow labeled S from the left cell of the second state points to the right cell of the same state. An arrow labeled R from the right cell of the first state points to the left cell of the second state. An arrow labeled L from the left cell of the second state points to the right cell of the first state. An arrow labeled S from the second state in the middle row points to the second state in the third row.",前：chap3_para40 | 后：chap3_para42,AI_Popular,Semi_Formal_Academic,"cell,state,labeled",无,,
chap3_para42,3,"×
Figure 3.3
A typical instance of the 8-puzzle.",前：chap3_para41 | 后：chap3_para43,AI_Popular,Semi_Formal_Academic,"figure,typical,instance",无,,
chap3_para43,3,"•
States:
A state description specifies the location of each of the tiles.",前：chap3_para42 | 后：chap3_para44,AI_Popular,Semi_Formal_Academic,"state,description,specifies",无,,
chap3_para44,3,"•
Initial state:
Any state can be designated as the initial state. Note that a parity property partitions the state space—any given goal can be reached from exactly half of the possible initial states (see Exercise
3.PART
).",前：chap3_para43 | 后：chap3_para45,AI_Popular,Semi_Formal_Academic,"state,initial,designated",无,,
chap3_para45,3,"•
Actions:
While in the physical world it is a tile that slides, the simplest way of describing an action is to think of the blank space moving
Left, Right, Up,
or
Down.",前：chap3_para44 | 后：chap3_para46,AI_Popular,Formal_Academic,"action,physical,world",无,,
chap3_para46,3,If the blank is at an edge or corner then not all actions will be applicable.,前：chap3_para45 | 后：chap3_para47,AI_Popular,Semi_Formal_Academic,"blank,edge,corner",无,,
chap3_para47,3,"•
Transition model:
Maps a state and action to a resulting state; for example, if we apply
Left
to the start state in
Figure 3.3
, the resulting state has the 5 and the blank switched.",前：chap3_para46 | 后：chap3_para48,AI_Popular,Formal_Academic,"state,resulting,transition",无,,
chap3_para48,3,"•
Goal state:
Although any state could be the goal, we typically specify a state with the numbers in order, as in
Figure 3.3
.",前：chap3_para47 | 后：chap3_para49,AI_Popular,Formal_Academic,"state,goal,specify",无,,
chap3_para49,3,"•
Action cost:
Each action costs 1.",前：chap3_para48 | 后：chap3_para50,AI_Popular,Semi_Formal_Academic,"action,cost,reinforcement learning",无,,
chap3_para50,3,"Note that every problem formulation involves abstractions. The 8-puzzle actions are abstracted to their beginning and final states, ignoring the intermediate locations where the tile is sliding. We have abstracted away actions such as shaking the board when tiles get stuck and ruled out extracting the tiles with a knife and putting them back again. We are left with a description of the rules, avoiding all the details of physical manipulations.",前：chap3_para49 | 后：chap3_para51,AI_Popular,Semi_Formal_Academic,"action,abstracted,tile",无,,
chap3_para51,3,"Our final standardized problem was devised by Donald Knuth (1964) and illustrates how infinite state spaces can arise. Knuth conjectured that starting with the number 4, a sequence
of square root, floor, and factorial operations can reach any desired positive integer. For example, we can reach 5 from 4 as follows:
⌊
(
4
!",前：chap3_para50 | 后：chap3_para52,AI_Popular,Semi_Formal_Academic,"knuth,reach,final","Donald Knuth,Knuth",,
chap3_para52,3,")
!",前：chap3_para51 | 后：chap3_para53,AI_Popular,Semi_Formal_Academic,"reinforcement learning,attention mechanism,backpropagation",无,,
chap3_para53,3,"⌋
=
5.",前：chap3_para52 | 后：chap3_para54,AI_Popular,Semi_Formal_Academic,"reinforcement learning,attention mechanism,backpropagation",无,,
chap3_para54,3,"The problem definition is simple:
•
States:
Positive real numbers.",前：chap3_para53 | 后：chap3_para55,AI_Popular,Semi_Formal_Academic,"problem,definition,simple",无,,
chap3_para55,3,"•
Initial state:
4.",前：chap3_para54 | 后：chap3_para56,AI_Popular,Semi_Formal_Academic,"initial,state,reinforcement learning",无,,
chap3_para56,3,"•
Actions:
Apply square root, floor, or factorial operation (factorial for integers only).",前：chap3_para55 | 后：chap3_para57,AI_Popular,Semi_Formal_Academic,"factorial,action,apply",无,,
chap3_para57,3,"•
Transition model:
As given by the mathematical definitions of the operations.",前：chap3_para56 | 后：chap3_para58,AI_Popular,Semi_Formal_Academic,"transition,model,given",无,,
chap3_para58,3,"•
Goal state:
The desired positive integer.",前：chap3_para57 | 后：chap3_para59,AI_Popular,Semi_Formal_Academic,"goal,state,desired",无,,
chap3_para59,3,"•
Action cost:
Each action costs 1.",前：chap3_para58 | 后：chap3_para60,AI_Popular,Semi_Formal_Academic,"action,cost,reinforcement learning",无,,
chap3_para60,3,"The state space for this problem is infinite: for any integer greater than 2 the factorial operator will always yield a larger integer. The problem is interesting because it explores very large numbers: the shortest path to 5 goes through (4!)! = 620,448,401,733,239,439,360,000. Infinite state spaces arise frequently in tasks involving the generation of mathematical expressions, circuits, proofs, programs, and other recursively defined objects.",前：chap3_para59 | 后：chap3_para61,AI_Popular,Semi_Formal_Academic,"state,space,problem",无,,
chap3_para61,3,"3.2.2
Real-world problems
We have already seen how the
route-finding problem
is defined in terms of specified locations and transitions along edges between them. Route-finding algorithms are used in a variety of applications. Some, such as Web sites and in-car systems that provide driving directions, are relatively straightforward extensions of the Romania example. (The main complications are varying costs due to traffic-dependent delays, and rerouting due to road closures.) Others, such as routing video streams in computer networks, military operations planning, and airline travel-planning systems, involve much more complex specifications. Consider the airline travel problems that must be solved by a travel-planning Web site:
•
States:
Each state obviously includes a location (e.g., an airport) and the current time. Furthermore, because the cost of an action (a flight segment) may depend on previous segments, their fare bases, and their status as domestic or international, the state must record extra information about these “historical” aspects.",前：chap3_para60 | 后：chap3_para62,AI_Popular,Formal_Academic,"problem,state,route-finding",Romania,,
chap3_para62,3,"•
Initial state:
The user’s home airport.",前：chap3_para61 | 后：chap3_para63,AI_Popular,Semi_Formal_Academic,"initial,state,user",无,,
chap3_para63,3,"•
Actions:
Take any flight from the current location, in any seat class, leaving after the current time, leaving enough time for within-airport transfer if needed.",前：chap3_para62 | 后：chap3_para64,AI_Popular,Formal_Academic,"current,leaving,time",无,,
chap3_para64,3,"•
Transition model:
The state resulting from taking a flight will have the flight’s destination as the new location and the flight’s arrival time as the new time.",前：chap3_para63 | 后：chap3_para65,AI_Popular,Formal_Academic,"flight,new,time",无,,
chap3_para65,3,"•
Goal state:
A destination city. Sometimes the goal can be more complex, such as “arrive at the destination on a nonstop flight.”
•
Action cost:
A combination of monetary cost, waiting time, flight time, customs and immigration procedures, seat quality, time of day, type of airplane, frequent-flyer reward points, and so on.",前：chap3_para64 | 后：chap3_para66,AI_Popular,Formal_Academic,"time,goal,destination",无,,
chap3_para66,3,"Commercial travel advice systems use a problem formulation of this kind, with many additional complications to handle the airlines’ byzantine fare structures. Any seasoned traveler knows, however, that not all air travel goes according to plan. A really good system should include contingency plans—what happens if this flight is delayed and the connection is missed?",前：chap3_para65 | 后：chap3_para67,AI_Popular,Semi_Formal_Academic,"travel,system,commercial",无,,
chap3_para67,3,"Touring problems
describe a set of locations that must be visited, rather than a single goal destination. The
traveling salesperson problem (TSP)
is a touring problem in which every city on a map must be visited. The aim is to find a tour with cost <
C
(or in the optimization version, to find a tour with the lowest cost possible). An enormous amount of effort has been expended to improve the capabilities of TSP algorithms. The algorithms can also be extended to handle fleets of vehicles. For example, a search and optimization algorithm for routing school buses in Boston saved $5 million, cut traffic and air pollution, and saved time for drivers and students (Bertsimas
et al.,
2019). In addition to planning trips, search algorithms have been used for tasks such as planning the movements of automatic circuit-board drills and of stocking machines on shop floors.",前：chap3_para66 | 后：chap3_para68,AI_Popular,Semi_Formal_Academic,"problem,algorithm,touring","Boston,Bertsimas,al.",,
chap3_para68,3,"A
VLSI layout
problem requires positioning millions of components and connections on a chip to minimize area, minimize circuit delays, minimize stray capacitances, and maximize manufacturing yield. The layout problem comes after the logical design phase and is usually split into two parts:
cell layout
and
channel routing
. In cell layout, the primitive components of the circuit are grouped into cells, each of which performs some recognized function. Each cell has a fixed footprint (size and shape) and requires a certain number of connections to each of the other cells. The aim is to place the cells on the chip so that they do not overlap and so that there is room for the connecting wires to be placed between the cells. Channel routing finds a specific route for each wire through the gaps between the cells. These search problems are extremely complex, but definitely worth solving.",前：chap3_para67 | 后：chap3_para69,AI_Popular,Semi_Formal_Academic,"cell,problem,minimize",无,,
chap3_para69,3,"Robot navigation
is a generalization of the route-finding problem described earlier. Rather than following distinct paths (such as the roads in Romania), a robot can roam around, in effect making its own paths. For a circular robot moving on a flat surface, the space is essentially two-dimensional. When the robot has arms and legs that must also be controlled, the search space becomes many-dimensional—one dimension for each joint angle. Advanced techniques are required just to make the essentially continuous search space finite (see
Chapter 26
). In addition to the complexity of the problem, real robots must also deal with errors in their sensor readings and motor controls, with partial observability, and with other agents that might alter the environment.",前：chap3_para68 | 后：chap3_para70,AI_Popular,Semi_Formal_Academic,"robot,space,problem",Romania,,
chap3_para70,3,"Automatic assembly sequencing
of complex objects (such as electric motors) by a robot has been standard industry practice since the 1970s. Algorithms first find a feasible assembly sequence and then work to optimize the process. Minimizing the amount of manual human labor on the assembly line can produce significant savings in time and cost. In assembly problems, the aim is to find an order in which to assemble the parts of some object. If the wrong order is chosen, there will be no way to add some part later in the sequence without undoing some of the work already done. Checking an action in the sequence for feasibility is a difficult geometrical search problem closely related to robot navigation. Thus, the generation of legal actions is the expensive part of assembly sequencing. Any practical algorithm must avoid exploring all but a tiny fraction of the state space. One important assembly problem is
protein design
, in which the goal is to find a sequence of amino acids that will fold into a three-dimensional protein with the right properties to cure some disease.",前：chap3_para69 | 后：chap3_para71,AI_Popular,Semi_Formal_Academic,"assembly,sequence,find",Automatic,,
chap3_para71,3,"3.3Search Algorithms
3.3
Search Algorithms
A
search algorithm
takes a search problem as input and returns a solution, or an indication of failure. In this chapter we consider algorithms that superimpose a
search tree
over the state-space graph, forming various paths from the initial state, trying to find a path that reaches a goal state. Each
node
in the search tree corresponds to a state in the state space and the edges in the search tree correspond to actions. The root of the tree corresponds to the initial state of the problem.",前：chap3_para70 | 后：chap3_para72,AI_Popular,Semi_Formal_Academic,"search,state,algorithm",Algorithms,,
chap3_para72,3,"It is important to understand the distinction between the state space and the search tree. The state space describes the (possibly infinite) set of states in the world, and the actions that allow transitions from one state to another. The search tree describes paths between these states, reaching towards the goal. The search tree may have multiple paths to (and thus multiple nodes for) any given state, but each node in the tree has a unique path back to the root (as in all trees).",前：chap3_para71 | 后：chap3_para73,AI_Popular,Semi_Formal_Academic,"state,tree,search",无,,
chap3_para73,3,"Figure 3.4
shows the first few steps in finding a path from Arad to Bucharest. The root node of the search tree is at the initial state,
Arad.",前：chap3_para72 | 后：chap3_para74,AI_Popular,Semi_Formal_Academic,"arad,figure,show","Arad,Arad",,
chap3_para74,3,"We can
expand
the node, by considering
the available A
CTIONS
for that state, using the R
ESULT
function to see where those actions lead to, and
generating
a new node (called a
child node
or
successor node
) for each of the resulting states. Each child node has
Arad
as its
parent node
.",前：chap3_para73 | 后：chap3_para75,AI_Popular,Formal_Academic,"node,state,child","node
,Arad,node
",,
chap3_para75,3,"Description
Search tree 1: The root node is lavender-colored and all other nodes are in faint dashed lines. Root node Arad has three child nodes: Sibiu, Timisoara, and Zerind. Node Sibiu has four child nodes: Arad, Fagaras, Oradea, and Rimnicu Vilcea. Node Timisoara has two child nodes: Arad and Lugoj. Node Zerind has two child nodes: Arad and Oradea. Search tree 2: The root node is lavender colored. Root node Arad has three green-colored child nodes: Sibiu, Timisoara, and Zerind. Node Sibiu has four child nodes in faint dashed lines: Arad, Fagaras, Oradea, and Rimnicu Vilcea. Node Timisoara has two child nodes in faint dashed lines: Arad and Lugoj. Node Zerind has two child nodes in faint dashed lines: Arad and Oradea. Search tree 3: The root node is lavender colored. Root node Arad has three child nodes: lavender-colored Sibiu, green-colored Timisoara, and green-colored Zerind. Node Sibiu has four green-colored child nodes: Arad, Fagaras, Oradea, and Rimnicu Vilcea. Node Timisoara has two child nodes in faint dashed lines: Arad and Lugoj. Node Zerind has two child nodes in faint dashed lines: Arad and Oradea.",前：chap3_para74 | 后：chap3_para76,AI_Popular,Semi_Formal_Academic,"node,child,root","Root node Arad,Sibiu,Timisoara,Zerind,Node Sibiu,Arad,Oradea,Node Timisoara,Arad,Lugoj,Node Zerind,Arad,Oradea,Root node Arad,Sibiu,Timisoara,Zerind,Node Sibiu,Arad,Oradea,Node Timisoara,Arad,Lugoj,Node Zerind,Arad,Oradea,Root node Arad,Sibiu,Timisoara,Zerind,Node Sibiu,Arad,Oradea,Node Timisoara,Arad,Lugoj,Node Zerind,Arad,Oradea",,
chap3_para76,3,"×
Figure 3.4
Three partial search trees for finding a route from Arad to Bucharest. Nodes that have been
expanded
are lavender with bold letters; nodes on the frontier that have been
generated
but not yet expanded are in green; the set of states corresponding to these two types of nodes are said to have been
reached.",前：chap3_para75 | 后：chap3_para77,AI_Popular,Formal_Academic,"node,expanded,figure",Arad,,
chap3_para77,3,"Nodes that could be generated next are shown in faint dashed lines. Notice in the bottom tree there is a cycle from Arad to Sibiu to Arad; that can’t be an optimal path, so search should not continue from there.",前：chap3_para76 | 后：chap3_para78,AI_Popular,Semi_Formal_Academic,"arad,node,generated","Arad,Sibiu,Arad",,
chap3_para78,3,Now we must choose which of these three child nodes to consider next. This is the essence of search—following up one option now and putting the others aside for later. Suppose we choose to expand Sibiu first.,前：chap3_para77 | 后：chap3_para79,AI_Popular,Semi_Formal_Academic,"choose,child,node",Sibiu,,
chap3_para79,3,"Figure 3.4
(bottom) shows the result: a set of 6 unexpanded nodes (outlined in bold). We call this the
frontier
of the search tree. We say that any state that has had a node generated for it has been
reached
(whether or not that node has been expanded).",前：chap3_para78 | 后：chap3_para80,AI_Popular,Semi_Formal_Academic,"node,figure,bottom",node,,
chap3_para80,3,"5
Figure 3.5
shows the search tree superimposed on the state-space graph.",前：chap3_para79 | 后：chap3_para81,AI_Popular,Semi_Formal_Academic,"figure,show,search",无,,
chap3_para81,3,"Description
In all three parts, paths to Arad from Zerind, Sibiu, and Timisoara are highlighted and marked in red. Part 1: The highlighted paths are shown. Part 2: Paths in part 1 are shown. Additionally, paths to Sibiu from Fagaras and Rimnicu Vilcea are highlighted and marked in red. Paths to Zerind from Oradea and to Timisoara from Lugoj are highlighted and marked in red. Part 3: All paths in part 2 are shown. Additionally, paths to Lugoj from Mehadia and to Fagaras from Bucharest are highlighted and marked in red. Paths to Rimnicu Vilcea from Craiova and Pitesti are highlighted and marked in red.",前：chap3_para80 | 后：chap3_para82,AI_Popular,Semi_Formal_Academic,"path,part,highlighted","Arad,Zerind,Sibiu,Timisoara,Sibiu,Fagaras,Zerind,Oradea,Timisoara,Lugoj,Lugoj,Mehadia,Craiova",,
chap3_para82,3,"×
Figure 3.5
A sequence of search trees generated by a graph search on the Romania problem of
Figure 3.1
. At each stage, we have expanded every node on the frontier, extending every path with all applicable actions that don’t result in a state that has already been reached. Notice that at the third stage, the topmost city (Oradea) has two successors, both of which have already been reached by other paths, so no paths are extended from Oradea.",前：chap3_para81 | 后：chap3_para83,AI_Popular,Formal_Academic,"path,figure,search","Romania,Oradea,Oradea",,
chap3_para83,3,"Note that the frontier
separates
two regions of the state-space graph: an interior region where every state has been expanded, and an exterior region of states that have not yet been reached. This property is illustrated in
Figure 3.6
.",前：chap3_para82 | 后：chap3_para84,AI_Popular,Semi_Formal_Academic,"region,state,note",无,,
chap3_para84,3,"Description
Each rectangular grid has 25 nodes made of five rows and five columns. Each row contains five nodes. The nodes are connected by the paths along the five vertical and five horizontal grid lines.",前：chap3_para83 | 后：chap3_para85,AI_Popular,Semi_Formal_Academic,"node,grid,row",无,,
chap3_para85,3,Part (“a”): The node in the third column of the third row is lavender-colored and the nodes that are vertically and horizontally adjacent to it are green-colored. The four paths between the lavender node and green nodes are colored in lavender. All other nodes and paths are in faint dashed lines.,前：chap3_para84 | 后：chap3_para86,AI_Popular,Semi_Formal_Academic,"node,third,path",node,,
chap3_para86,3,Part (b): The two nodes in the third column of the second and third rows are lavender-colored and each of the two has three green-colored adjacent nodes. The paths between the lavender nodes and the green nodes are colored in lavender. All other nodes and paths are in faint dashed lines.,前：chap3_para85 | 后：chap3_para87,AI_Popular,Semi_Formal_Academic,"node,third,path",无,,
chap3_para87,3,"Part (c): Five nodes are lavender-colored and are in the following positions: rows 2, 3, and 4 of column 3, and columns 2 and 4 of row 3. The paths from the lavender node at column 3, row 3 to the other four lavender nodes are colored in lavender. The lavender node at row 2 column 3 has three green-colored nodes to the right, left, and top, and the paths from the lavender node to these green nodes are in lavender. The lavender node at row 3, column 4 has two green nodes to the right and below, and the paths from the lavender node to these green nodes are in lavender. The lavender node at row 4, column 3 has two green nodes to the left and below, and the paths from the lavender node to these green nodes are in lavender. The lavender node at row 3, column 2 has one green node to the left, and the path from the lavender node to this green node is in lavender. All other nodes and the paths are in faint dashed lines.",前：chap3_para86 | 后：chap3_para88,AI_Popular,Formal_Academic,"node,lavender,row",无,,
chap3_para88,3,"×
Figure 3.6
The separation property of graph search, illustrated on a rectangular-grid problem. The frontier (green) separates the interior (lavender) from the exterior (faint dashed). The frontier is the set of nodes (and corresponding states) that have been reached but not yet expanded; the interior is the set of nodes (and corresponding states) that have been expanded; and the exterior is the set of states that have not been reached. In (a), just the root has been expanded. In (b), the top frontier node is expanded. In (c), the remaining successors of the root are expanded in clockwise order.",前：chap3_para87 | 后：chap3_para89,AI_Popular,Semi_Formal_Academic,"expanded,frontier,set",node,,
chap3_para89,3,"3.3.1
Best-first search
How do we decide which node from the frontier to expand next? A very general approach is called
best-first search
, in which we choose a node,
n
, with minimum value of some
evaluation function
,
f
(
n
)
.",前：chap3_para88 | 后：chap3_para90,AI_Popular,Semi_Formal_Academic,"best-first,search,decide","node,node",,
chap3_para90,3,"Figure 3.7
shows the algorithm. On each iteration we choose a node on the frontier with minimum
f
(
n
) value, return it if its state is a goal state, and otherwise apply E
XPAND
to generate child nodes. Each child node is added to the frontier if it has not been reached before, or is re-added if it is now being reached with a path that has a lower path cost than any previous path. The algorithm returns either an indication of failure, or a node that represents a path to a goal. By employing different
f
(
n
) functions, we get different specific algorithms, which this chapter will cover.",前：chap3_para89 | 后：chap3_para91,AI_Popular,Semi_Formal_Academic,"path,algorithm,node",XPAND,,
chap3_para91,3,"Description
All the four binary trees have the root node labeled ""A"". Node ""A"" has two child nodes labeled B and C. Node B has two child nodes labeled D and E. Node C has two child nodes labeled F and G. Binary Tree 1: Node ""A"" is green-colored and a right arrowhead points to node ""A"". All other nodes and paths are in faint dashed lines. Binary Tree 2: Node ""A"" is lavender-colored. Nodes B and C are green-colored. The right arrowhead points to node B. The two paths from node ""A"" to B and C are solid lines. All other nodes and paths are in faint dashed lines. Binary Tree 3: Nodes ""A"" and B are lavender-colored. Nodes C, D, and E are green-colored. The right arrowhead points to node C. The two paths from node ""A"" to B and C are solid lines. The two paths from node B to D and E are solid lines as well. All other nodes and paths are in faint dashed lines. Binary Tree 4: Nodes ""A"", B, and C are lavender-colored. Other nodes are green-colored. The right arrowhead points to node D. All paths are solid lines.",前：chap3_para90 | 后：chap3_para92,AI_Popular,Semi_Formal_Academic,"node,path,line","Node,C. Node,E. Node C,F and G. Binary Tree 1,Binary Tree 2,Binary Tree,Binary Tree 4: Nodes",,
chap3_para92,3,"×
Figure 3.7
The best-first search algorithm, and the function for expanding a node. The data structures used here are described in
Section 3.3.2
. See
Appendix B
for
yield
.",前：chap3_para91 | 后：chap3_para93,AI_Popular,Semi_Formal_Academic,"figure,best-first,search",node,,
chap3_para93,3,"3.3.2
Search data structures
Search algorithms require a data structure to keep track of the search tree. A
node
in the tree is represented by a data structure with four components:
•
node
.S
TATE
: the state to which the node corresponds;
•
node
.P
ARENT
: the node in the tree that generated this node;
•
node
.A
CTION
: the action that was applied to the parent’s state to generate this node;
•
node
.P
ATH
-C
OST
: the total cost of the path from the initial state to this node. In mathematical formulas, we use
g
(
node
) as a synonym for P
ATH
-C
OST
.",前：chap3_para92 | 后：chap3_para94,AI_Popular,Formal_Academic,"node,search,data",无,,
chap3_para94,3,"Following the P
ARENT
pointers back from a node allows us to recover the states and actions along the path to that node. Doing this from a goal node gives us the solution.",前：chap3_para93 | 后：chap3_para95,AI_Popular,Semi_Formal_Academic,"node,following,arent",node,,
chap3_para95,3,"We need a data structure to store the
frontier
. The appropriate choice is a
queue
of some kind, because the operations on a frontier are:
•
I
S
-E
MPTY(
frontier
) returns true only if there are no nodes in the frontier.",前：chap3_para94 | 后：chap3_para96,AI_Popular,Semi_Formal_Academic,"frontier,need,data",无,,
chap3_para96,3,"•
P
OP
(
frontier
) removes the top node from the frontier and returns it.",前：chap3_para95 | 后：chap3_para97,AI_Popular,Semi_Formal_Academic,"frontier,remove,top",无,,
